idx,title,etc,description,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
317,Bridge of Spies,Drama History Thriller,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",9,0.042207,0.836099,0.024657,0.063265,0.057495,https://whatdoido.kro.kr/movie/317.jpg
318,The Fugitive,Action Crime Drama,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",10,0.036607,0.85555,0.012043,0.014983,0.054329,https://whatdoido.kro.kr/movie/318.jpg
319,Remember the Titans,Biography Drama Sport,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,8,0.145323,0.772558,0.066227,0.015946,0.009866,https://whatdoido.kro.kr/movie/319.jpg
320,In Bruges,Comedy Crime Drama,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",10,0.148775,0.692572,0.029454,0.082642,0.102218,https://whatdoido.kro.kr/movie/320.jpg
321,Life of Pi,Adventure Drama Fantasy,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",10,0.956671,0.008686,0.067964,0.050914,0.071378,https://whatdoido.kro.kr/movie/321.jpg
322,Boyz n the Hood,Crime Drama,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",8,0.333255,0.359568,0.181699,0.209237,0.094083,https://whatdoido.kro.kr/movie/322.jpg
323,The Graduate,Comedy Drama Romance,A disillusioned college graduate finds himself torn between his older lover and her daughter.,10,0.186254,0.635805,0.459857,0.044264,0.073227,https://whatdoido.kro.kr/movie/323.jpg
324,How to Train Your Dragon,Animation Action Adventure,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",10,0.045415,1,0.019703,0.014295,0.014635,https://whatdoido.kro.kr/movie/324.jpg
325,3 Idiots,Comedy Drama,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",9,0.011177,0.882677,0.024038,0.05717,0.047517,https://whatdoido.kro.kr/movie/325.jpg
326,Coraline,Animation Drama Family,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",10,0.186739,0.738736,0.012127,0.004588,0.011534,https://whatdoido.kro.kr/movie/326.jpg
327,Slumdog Millionaire,Drama Romance,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",9,0.24447,0.641167,0.107181,0.088943,0.058556,https://whatdoido.kro.kr/movie/327.jpg
328,Rosemary's Baby,Drama Horror,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,,0.060455,0.621464,0.689622,0.089857,0.059883,https://whatdoido.kro.kr/movie/328.jpg
329,Gattaca,Drama Sci-Fi Thriller,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,9,0.097491,0.68171,0.10468,0.052882,0.098221,https://whatdoido.kro.kr/movie/329.jpg
330,Aladdin,Animation Adventure Comedy,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,9,0.026959,0.805224,0.14799,0.03234,0.018069,https://whatdoido.kro.kr/movie/330.jpg
331,The Untouchables,Crime Drama Thriller,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",9,0.123358,0.647002,0.074149,0.409011,0.105085,https://whatdoido.kro.kr/movie/331.jpg
332,Being John Malkovich,Comedy Drama Fantasy,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,10,0.024502,0.817053,0.051119,0.087973,0.047221,https://whatdoido.kro.kr/movie/332.jpg
333,Before Sunrise,Drama Romance,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",10,0.216986,0.664079,0.026008,0.013538,0.129183,https://whatdoido.kro.kr/movie/333.jpg
334,The King's Speech,Biography Drama History,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",9,0.145704,0.830003,0.012344,0.005076,0.005281,https://whatdoido.kro.kr/movie/334.jpg
335,Rear Window,Mystery Thriller,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,9,0.252371,0.531585,0.020059,0.005975,0.006493,https://whatdoido.kro.kr/movie/335.jpg
336,The Warriors,Action Crime Thriller,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",10,0.07728,0.661436,0.058494,0.223262,0.069597,https://whatdoido.kro.kr/movie/336.jpg
337,Blood Diamond,Adventure Drama Thriller,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",10,0.177869,0.449972,0.099885,0.097979,0.099046,https://whatdoido.kro.kr/movie/337.jpg
338,The Theory of Everything,Biography Drama Romance,A look at the relationship between the famous physicist Stephen Hawking and his wife.,9,0.020266,0.900674,0.010425,0.015945,0.064174,https://whatdoido.kro.kr/movie/338.jpg
339,Dangal,Action Biography Drama,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,10,0.033116,0.912269,0.015229,0.012321,0.004408,https://whatdoido.kro.kr/movie/339.jpg
340,The Last Samurai,Action Drama,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,3,0.226268,0.450524,0.061009,0.054044,0.238954,https://whatdoido.kro.kr/movie/340.jpg
341,The Florida Project,Drama,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",1,0.507862,0.020875,0.315862,0.14319,0.353879,https://whatdoido.kro.kr/movie/341.jpg
342,God's Own Country,Drama Romance,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.",10,0.092638,0.034024,0.054646,0.049641,0.041509,https://whatdoido.kro.kr/movie/342.jpg
343,Blue Velvet,Drama Mystery Thriller,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",8,0.201493,0.591633,0.046728,0.130546,0.069365,https://whatdoido.kro.kr/movie/343.jpg
344,Creed,Drama Sport,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",9,0.011969,0.966503,0.002938,0.010531,0.011595,https://whatdoido.kro.kr/movie/344.jpg
345,Star Trek Into Darkness,Action Adventure Sci-Fi,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",8,0.033149,0.943536,0.003311,0.007726,0.006377,https://whatdoido.kro.kr/movie/345.jpg
346,The Blues Brothers,Action Adventure Comedy,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",10,0.018047,0.915536,0.014634,0.015983,0.023077,https://whatdoido.kro.kr/movie/346.jpg
347,Do the Right Thing,Comedy Drama,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",1,0.476994,0.536113,0.104762,0.563133,0.677762,https://whatdoido.kro.kr/movie/347.jpg
348,The Little Mermaid,Animation Family Fantasy,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,,0.104812,0.696829,0.060405,0.068948,0.098766,https://whatdoido.kro.kr/movie/348.jpg
349,The Magnificent Seven,Action Adventure Western,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,10,0.17231,0.730256,0.025158,0.071852,0.027028,https://whatdoido.kro.kr/movie/349.jpg
350,Rushmore,Comedy Drama Romance,The extracurricular king of Rushmore Preparatory School is put on academic probation.,1,0.598988,0.041231,0.084572,0.204555,0.388952,https://whatdoido.kro.kr/movie/350.jpg
351,Gifted,Drama,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",9,0.014255,0.895674,0.06508,0.015888,0.020244,https://whatdoido.kro.kr/movie/351.jpg
352,3:10 to Yuma,Action Crime Drama,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,9,0.133396,0.827666,0.016208,0.00664,0.020774,https://whatdoido.kro.kr/movie/352.jpg
353,Lethal Weapon,Action Crime Thriller,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,10,0.057732,0.820297,0.077874,0.024076,0.045508,https://whatdoido.kro.kr/movie/353.jpg
354,Cool Hand Luke,Crime Drama,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",10,0.160483,0.635363,0.030834,0.125499,0.120514,https://whatdoido.kro.kr/movie/354.jpg
355,Spartacus,Adventure Biography Drama,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,9,0.129171,0.57186,0.045788,0.22643,0.099815,https://whatdoido.kro.kr/movie/355.jpg
356,Falling Down,Crime Drama Thriller,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,8,0.215226,0.307464,0.098161,0.045981,0.253055,https://whatdoido.kro.kr/movie/356.jpg
357,Zombieland,Adventure Comedy Fantasy,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",8,0.47919,0.655076,0.536778,0.058678,0.086724,https://whatdoido.kro.kr/movie/357.jpg
358,Empire of the Sun,Action Drama History,A young English boy struggles to survive under Japanese occupation of China during World War II.,10,0.111505,0.788167,0.027017,0.026797,0.075216,https://whatdoido.kro.kr/movie/358.jpg
359,As Good as It Gets,Comedy Drama Romance,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",10,0.048176,0.843653,0.018104,0.034672,0.035606,https://whatdoido.kro.kr/movie/359.jpg
360,Moon,Drama Mystery Sci-Fi,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",10,0.032543,0.779971,0.022287,0.001835,0.025753,https://whatdoido.kro.kr/movie/360.jpg
361,District 9,Action Sci-Fi Thriller,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,8,0.187112,0.763259,0.022738,0.024869,0.005315,https://whatdoido.kro.kr/movie/361.jpg
362,The Treasure of the Sierra Madre,Adventure Drama Western,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,10,0.045467,0.790198,0.054796,0.020182,0.023798,https://whatdoido.kro.kr/movie/362.jpg
363,Who Framed Roger Rabbit,Animation Adventure Comedy,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,10,0.244471,0.651152,0.013574,0.103032,0.030114,https://whatdoido.kro.kr/movie/363.jpg
364,Despicable Me,Animation Comedy Crime,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",8,0.438762,0.546968,0.007212,0.009819,0.017569,https://whatdoido.kro.kr/movie/364.jpg
365,The Boondock Saints,Action Crime Thriller,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,9,0.165657,0.403709,0.018664,0.031808,0.436372,https://whatdoido.kro.kr/movie/365.jpg
